arrival_ts,actual,arima_forecast,arima_error
2025-05-06,150.4,173.9051969021772,-23.505196902177204
2025-05-07,171.25,167.83358592463907,3.416414075360933
2025-05-08,168.35000000000002,167.1621409059411,1.187859094058922
2025-05-09,141.1,165.54439847742412,-24.44439847742413
2025-05-10,182.5,157.85654287768986,24.64345712231014
2025-05-11,181.4,174.2513121557396,7.148687844260394
2025-05-12,155.8,164.9346169288736,-9.134616928873584
2025-05-13,143.85,161.5866322452073,-17.736632245207318
2025-05-14,170.35,161.87914477223003,8.47085522776996
2025-05-15,149.05,161.56493462171596,-12.514934621715952
2025-05-16,156.4,159.83324813352408,-3.4332481335240743
2025-05-17,177.0,169.16770300280626,7.832296997193737
2025-05-18,159.2,170.17887334350615,-10.978873343506166
2025-05-19,167.5,157.2654920940863,10.234507905913688
2025-05-20,158.14999999999998,165.08682336933293,-6.936823369332956
2025-05-21,184.4,157.54644782786823,26.85355217213177
2025-05-22,162.3,164.5710385388096,-2.2710385388095915
2025-05-23,157.5,161.79937146778764,-4.299371467787637
2025-05-24,188.4,161.3804831955974,27.0195168044026
2025-05-25,186.7,171.2699103253342,15.430089674665794
2025-05-26,163.45,165.95499752930473,-2.5049975293047453
2025-05-27,164.7,166.99949371969345,-2.2994937196934586
2025-05-28,165.25,167.329862106476,-2.079862106476014
2025-05-29,168.1,163.265464941225,4.834535058775003
2025-05-30,154.60000000000002,170.5499091802835,-15.94990918028347
2025-05-31,176.6,171.33271786568957,5.26728213431042
2025-06-01,178.9,175.10741949594913,3.792580504050875
2025-06-02,149.89999999999998,171.69669967010626,-21.79669967010628
2025-06-03,154.4,162.8073110180468,-8.407311018046784
2025-06-04,146.60000000000002,166.62843786011416,-20.02843786011414
2025-06-05,143.5,159.07193604517258,-15.571936045172578
2025-06-06,161.1,162.27503932290256,-1.1750393229025633
2025-06-07,198.8,171.03319161676245,27.76680838323756
2025-06-08,177.0,174.29888387697684,2.701116123023155
2025-06-09,145.55,163.42586971357363,-17.87586971357362
2025-06-10,143.60000000000002,153.52379983373282,-9.9237998337328
2025-06-11,169.85,150.63530316808635,19.214696831913642
2025-06-12,144.8,158.2542691147623,-13.454269114762297
2025-06-13,170.2,161.49954318315008,8.700456816849908
2025-06-14,196.5,174.29585028466562,22.20414971533438
2025-06-15,200.4,172.17408765769815,28.225912342301854
2025-06-16,164.05,165.89990034548453,-1.8499003454845138
2025-06-17,169.5,160.25781639336816,9.24218360663184
2025-06-18,165.2,159.38575529200483,5.814244707995158
2025-06-19,169.2,159.62176442854977,9.578235571450222
2025-06-20,154.0,170.58579838085785,-16.585798380857852
2025-06-21,178.6,174.6548638774368,3.9451361225631842
2025-06-22,173.5,178.1936557513702,-4.693655751370187
2025-06-23,153.7,173.078575116299,-19.378575116299004
2025-06-24,149.1,166.35759190499203,-17.25759190499204
2025-06-25,153.6,166.4547200789053,-12.854720078905302
2025-06-26,149.8,162.47317186656016,-12.673171866560153
2025-06-27,167.85,164.72388186688733,3.1261181331126693
2025-06-28,167.25,171.89408416209164,-4.644084162091644
2025-06-29,196.5,165.96651261353395,30.53348738646605
2025-06-30,166.3,170.16239845945933,-3.862398459459314
2025-07-01,155.4,157.86422575587164,-2.464225755871638
2025-07-02,151.9,155.09705284520652,-3.197052845206514
2025-07-03,147.2,157.3103536413792,-10.11035364137922
2025-07-04,159.1,157.17540655933496,1.924593440665035
2025-07-05,180.7,170.8553724986683,9.8446275013317
2025-07-06,191.5,174.5046650152265,16.995334984773507
2025-07-07,155.5,172.2665092924688,-16.76650929246881
2025-07-08,144.9,158.48781757268273,-13.587817572682724
2025-07-09,144.1,154.3684691720655,-10.268469172065494
2025-07-10,126.6,153.8224174777466,-27.222417477746603
2025-07-11,169.5,154.58984166875788,14.910158331242116
2025-07-12,177.2,176.00425614942495,1.1957438505750417
2025-07-13,172.5,170.15194503225206,2.3480549677479416
2025-07-14,134.3,163.50849519566992,-29.20849519566991
2025-07-15,137.5,149.66297163126083,-12.162971631260831
2025-07-16,142.65,144.3750947246271,-1.7250947246270982
2025-07-17,142.64999999999998,150.40400663690025,-7.754006636900272
2025-07-18,152.8,156.58023494583693,-3.7802349458369235
2025-07-19,158.8,163.8290039101866,-5.029003910186589
2025-07-20,149.85,156.68994468113036,-6.839944681130362
2025-07-21,141.6,149.26086880054783,-7.660868800547831
2025-07-22,175.9,145.98563387062316,29.914366129376845
2025-07-23,159.9,154.25507437947644,5.644925620523566
2025-07-24,160.3,148.60782062189233,11.692179378107681
2025-07-25,171.95,153.93039309353148,18.01960690646851
2025-07-26,172.3,156.41863070397173,15.881369296028282
2025-07-27,193.3,152.05306218372027,41.24693781627974
2025-07-28,148.45,165.89513780690976,-17.44513780690977
2025-07-29,151.0,152.62078342158273,-1.620783421582729
2025-07-30,145.2,157.53990027168578,-12.339900271685792
2025-07-31,148.75,158.00236302059136,-9.25236302059136
2025-08-01,173.0,161.45136531356084,11.548634686439158
2025-08-02,196.95,176.45022684166784,20.499773158332147
2025-08-03,156.0,174.45783493554956,-18.457834935549556
2025-08-04,161.8,158.11714575170188,3.6828542482981277
2025-08-05,152.8,158.99829097791925,-6.1982909779192426
2025-08-06,140.2,152.11795712327034,-11.917957123270355
2025-08-07,140.6,153.78781741666344,-13.18781741666345
2025-08-08,154.1,165.687484859482,-11.587484859482004
2025-08-09,185.3,164.87546711315136,20.424532886848652
2025-08-10,183.2,171.57091122759996,11.629088772400024
2025-08-11,136.89999999999998,166.1436480642937,-29.243648064293723
2025-08-12,167.0,148.73854716837616,18.261452831623842
2025-08-13,162.3,156.29781065028757,6.002189349712438
2025-08-14,172.9,151.45790619434766,21.44209380565235
2025-08-15,160.65,164.57596513885855,-3.925965138858544
2025-08-16,146.2,167.2187717940449,-21.01877179404491
2025-08-17,149.7,155.12682866706453,-5.426828667064541
2025-08-18,148.6,159.17863303914723,-10.578633039147235
2025-08-19,153.89999999999998,158.1981298985132,-4.298129898513224
2025-08-20,180.95,163.27044443520896,17.67955556479103
2025-08-21,169.3,169.61925502643655,-0.3192550264365366
2025-08-22,146.4,159.7643042396275,-13.3643042396275
2025-08-23,180.75,152.80339244983145,27.94660755016855
2025-08-24,168.2,161.6407746593477,6.55922534065229
2025-08-25,163.5,154.1985911526249,9.301408847375086
2025-08-26,158.4,162.35001310628195,-3.9500131062819435
2025-08-27,136.45,163.48357165237118,-27.033571652371194
2025-08-28,146.1,151.87874662108325,-5.778746621083258
2025-08-29,169.8,162.30439366799408,7.495606332005934
2025-08-30,189.95,168.4180405283279,21.53195947167208
2025-08-31,184.9,171.90203729167237,12.997962708327634
2025-09-01,159.15,168.39678304891225,-9.24678304891225
2025-09-02,170.75,154.73589794959116,16.014102050408837
2025-09-03,148.3,156.58982404479704,-8.28982404479703
2025-09-04,154.8,152.77578060228532,2.0242193977146883
2025-09-05,149.1,165.27853673649005,-16.17853673649006
2025-09-06,163.4,167.94193168538288,-4.5419316853828775
2025-09-07,178.9,168.5469979624469,10.353002037553097
2025-09-08,140.45,172.8557542081969,-32.405754208196925
2025-09-09,158.7,155.71992534269532,2.9800746573046695
2025-09-10,149.0,162.1790536919706,-13.179053691970608
2025-09-11,187.1,153.68087290105572,33.41912709894427
2025-09-12,164.3,166.7681582135792,-2.468158213579187
2025-09-13,180.6,163.76659959264896,16.833400407351036
2025-09-14,215.1,163.94063339096093,51.15936660903907
2025-09-15,152.8,172.1241507920406,-19.324150792040598
2025-09-16,144.35000000000002,149.12791393221735,-4.777913932217331
2025-09-17,178.3,161.49889803405944,16.801101965940575
2025-09-18,150.4,169.0309778773734,-18.630977877373397
2025-09-19,171.0,161.67696874967513,9.323031250324874
2025-09-20,156.75,184.3511696024815,-27.60116960248149
2025-09-21,184.4,170.15481473878592,14.24518526121409
2025-09-22,166.0,170.57612857105627,-4.576128571056273
2025-09-23,138.7,167.39604676093634,-28.696046760936355
2025-09-24,132.0,156.4615174181967,-24.461517418196706
2025-09-25,155.95,158.68014508719062,-2.7301450871906354
2025-09-26,175.3,161.96116708405768,13.338832915942334
2025-09-27,188.0,171.68042637306965,16.31957362693035
2025-09-28,193.0,174.3307893527768,18.669210647223196
2025-09-29,160.8,167.5756002015082,-6.775600201508183
2025-09-30,175.0,150.62026418906507,24.379735810934932
2025-10-01,156.2,157.7891868057099,-1.5891868057099146
2025-10-02,135.65,156.21401953952486,-20.56401953952485
2025-10-03,157.4,159.72148531553333,-2.321485315533323
2025-10-04,179.2,174.29021364949358,4.909786350506408
2025-10-05,190.60000000000002,173.7193749344507,16.88062506554931
2025-10-06,148.9,177.4240562946812,-28.524056294681202
2025-10-07,148.55,161.94962000906168,-13.399620009061664
2025-10-08,168.55,156.24577576701319,12.304224232986826
2025-10-09,164.9,159.95582587420134,4.944174125798668
2025-10-10,171.4,162.86551142287772,8.53448857712229
2025-10-11,237.7,173.7452409216238,63.954759078376185
2025-10-12,194.9,185.20848276124374,9.691517238756262
2025-10-13,165.4,163.418666929789,1.981333070211008
2025-10-14,182.6,162.52876595571212,20.071234044287877
2025-10-15,164.15,168.52319894787777,-4.373198947877768
2025-10-16,162.4,161.33314509321204,1.0668549067879667
2025-10-17,157.7,183.00104516708646,-25.30104516708647
2025-10-18,201.89999999999998,184.01015266397818,17.889847336021802
2025-10-19,183.3,189.49641662706023,-6.196416627060216
2025-10-20,167.3,181.49064811948566,-14.190648119485644
2025-10-21,190.8,174.88755401907173,15.912445980928283
2025-10-22,165.5,178.36297769117817,-12.862977691178173
2025-10-23,156.0,163.92286177106746,-7.92286177106746
2025-10-24,171.5,173.45888520469282,-1.9588852046928196
2025-10-25,192.0,179.56484439938038,12.435155600619623
2025-10-26,179.5,179.798939648417,-0.29893964841699017
2025-10-27,173.4,179.93059425682952,-6.5305942568295166
2025-10-28,160.39999999999998,176.03743698591893,-15.637436985918953
2025-10-29,175.9,166.8058508542904,9.094149145709594
2025-10-30,161.55,171.7694142463099,-10.219414246309896
2025-10-31,187.0,172.426766230898,14.57323376910199
2025-11-01,192.65,181.85165287238027,10.798347127619735
2025-11-02,194.5,180.31953346479304,14.18046653520696
2025-11-03,162.7,176.36649973003003,-13.66649973003004
2025-11-04,152.1,169.1294917794944,-17.029491779494407
2025-11-05,189.25,164.85667756497077,24.393322435029233
2025-11-06,193.7,179.5495413960614,14.150458603938603
2025-11-07,192.2,182.35866277062817,9.841337229371817
2025-11-08,200.6,187.3243806737156,13.275619326284385
2025-11-09,183.0,184.28619536286587,-1.2861953628658682
2025-11-10,162.5,170.69903178034403,-8.19903178034403
2025-11-11,209.1,171.5091989223914,37.5908010776086
2025-11-12,184.35,190.14889305822808,-5.798893058228089
2025-11-13,172.2,181.77295375712373,-9.572953757123742
2025-11-14,170.2,186.2747356405393,-16.074735640539302
2025-11-15,206.3,184.77703970078045,21.522960299219562
2025-11-16,194.25,186.53808152972954,7.7119184702704615
2025-11-17,168.7,188.9255487237726,-20.22554872377262
2025-11-18,201.9,182.91979204684563,18.980207953154377
2025-11-19,188.85000000000002,189.67087403218358,-0.8208740321835535
2025-11-20,183.2,178.41282576934898,4.787174230651004
2025-11-21,184.6,186.37349664851533,-1.7734966485153336
2025-11-22,214.4,189.38118233380376,25.01881766619624
2025-11-23,187.05,190.8235745057561,-3.773574505756102
2025-11-24,174.15,186.39370300643856,-12.243703006438551
2025-11-25,170.0,185.8376286588655,-15.837628658865498
2025-11-26,180.7,183.3396008267279,-2.6396008267279
2025-11-27,194.0,184.73419904320897,9.265800956791026
2025-11-28,191.0,195.80155727066852,-4.801557270668525
2025-11-29,241.6,192.57793223372553,49.02206776627446
2025-11-30,234.2,202.39163076150814,31.80836923849185
2025-12-01,194.6,191.53713068799328,3.062869312006711
2025-12-02,173.5,181.72848888936693,-8.228488889366929
2025-12-03,196.55,181.93249353248737,14.61750646751264
2025-12-04,187.89999999999998,188.6857459006542,-0.7857459006542342
2025-12-05,171.6,198.61415316826253,-27.01415316826254
2025-12-06,213.7,204.6334880866683,9.06651191333168
2025-12-07,218.0,212.9828362386948,5.0171637613051985
2025-12-08,183.55,200.87336074021792,-17.323360740217908
2025-12-09,169.55,192.35605439386998,-22.80605439386997
2025-12-10,188.0,189.32148146005827,-1.3214814600582656
2025-12-11,183.3,187.33872080487623,-4.03872080487622
2025-12-12,179.7,191.25070157952376,-11.550701579523775
2025-12-13,179.4,198.24488614135,-18.844886141350003
2025-12-14,197.9,193.82003399358828,4.079966006411723
2025-12-15,183.3,191.23691123631025,-7.936911236310237
2025-12-16,165.9,185.9524301505366,-20.052430150536594
2025-12-17,184.4,181.64205199277288,2.757948007227128
2025-12-18,191.7,185.88838771637077,5.811612283629216
2025-12-19,207.2,184.17886971336318,23.021130286636804
2025-12-20,189.6,192.86352687536365,-3.2635268753636524
2025-12-21,176.9,186.39596935066493,-9.495969350664922
2025-12-22,194.60000000000002,178.66029628021943,15.939703719780596
2025-12-23,191.4,184.94737066790302,6.45262933209699
2025-12-24,185.55,184.63129738423615,0.9187026157638627
2025-12-25,190.5,190.25935495783096,0.24064504216903515
2025-12-26,218.7,191.8159009623458,26.88409903765418
2025-12-27,228.1,194.78864014240224,33.31135985759775
2025-12-28,241.8,197.5336784375453,44.26632156245472
2025-12-29,203.2,202.02952014915206,1.1704798508479257
2025-12-30,237.9,189.0930484914077,48.806951508592306
2025-12-31,190.5,201.44133995912344,-10.94133995912344
