arrival_ts,actual,naive_forecast,naive_error,historical_mean_forecast,historical_mean_error,moving_average_forecast,moving_average_error,ses_forecast,ses_error
2025-05-22,162.3,184.4,-22.099999999999994,178.00804365400163,-15.708043654001614,164.52857142857144,-2.2285714285714278,166.43883531191673,-4.138835311916722
2025-05-23,157.5,162.3,-4.800000000000011,177.99535541195476,-20.495355411954762,166.42142857142858,-8.921428571428578,166.09395265112718,-8.593952651127182
2025-05-24,188.4,157.5,30.900000000000006,177.97881355932202,10.421186440677985,166.57857142857142,21.821428571428584,165.37783204384272,23.02216795615729
2025-05-25,186.7,188.4,-1.700000000000017,177.98721774193547,8.712782258064522,168.20714285714286,18.492857142857133,167.29623322279332,19.40376677720667
2025-05-26,163.45,186.7,-23.25,177.99423851732473,-14.544238517324743,172.13571428571427,-8.685714285714283,168.9131187017093,-5.4631187017093055
2025-05-27,164.7,163.45,1.25,177.98252818035425,-13.282528180354262,171.55714285714285,-6.857142857142861,168.4578855812636,-3.757885581263622
2025-05-28,165.25,164.7,0.5500000000000114,177.97184231697506,-12.721842316975057,172.49285714285716,-7.2428571428571615,168.144746864563,-2.8947468645629897
2025-05-29,168.1,165.25,2.8499999999999943,177.961615755627,-9.861615755627014,169.75714285714284,-1.6571428571428442,167.90353214454547,0.19646785545452872
2025-05-30,154.60000000000002,168.1,-13.499999999999972,177.95369477911646,-23.353694779116438,170.58571428571426,-15.985714285714238,167.919903503066,-13.319903503065973
2025-05-31,176.6,154.60000000000002,21.99999999999997,177.9349518459069,-1.3349518459069145,170.17142857142858,6.428571428571416,166.80997681708004,9.790023182919953
2025-06-01,178.9,176.6,2.3000000000000114,177.93388131515636,0.96611868484365,168.48571428571427,10.41428571428574,167.62576410747917,11.274235892520835
2025-06-02,149.89999999999998,178.9,-29.00000000000003,177.93465544871796,-28.034655448717984,167.37142857142857,-17.47142857142859,168.5652285171372,-18.665228517137223
2025-06-03,154.4,149.89999999999998,4.500000000000028,177.91220976781426,-23.512209767814255,165.43571428571428,-11.035714285714278,167.0098842741081,-12.609884274108083
2025-06-04,146.60000000000002,154.4,-7.799999999999983,177.8934,-31.29339999999999,163.96428571428572,-17.3642857142857,165.95912237783716,-19.35912237783714
2025-06-05,143.5,146.60000000000002,-3.1000000000000227,177.8683852917666,-34.3683852917666,161.29999999999998,-17.799999999999983,164.34595704676076,-20.84595704676076
2025-06-06,161.1,143.5,17.599999999999994,177.84093450479233,-16.740934504792335,157.78571428571428,3.3142857142857167,162.6088961126638,-1.5088961126638196
2025-06-07,198.8,161.1,37.70000000000002,177.82757382282523,20.972426177174782,158.71428571428572,40.08571428571429,162.48316216410777,36.316837835892244
2025-06-08,177.0,198.8,-21.80000000000001,177.84429824561403,-0.8442982456140271,161.8857142857143,15.1142857142857,165.50938735075445,11.490612649245548
2025-06-09,145.55,177.0,-31.44999999999999,177.84362549800798,-32.29362549800797,161.6142857142857,-16.06428571428569,166.46688209647763,-20.91688209647762
2025-06-10,143.60000000000002,145.55,-1.9499999999999886,177.81791401273884,-34.21791401273882,160.99285714285716,-17.39285714285714,164.72391108913072,-21.1239110891307
2025-06-11,169.85,143.60000000000002,26.24999999999997,177.79069212410502,-7.940692124105027,159.45000000000002,10.399999999999977,162.96368868025036,6.8863113197496375
2025-06-12,144.8,169.85,-25.049999999999983,177.7843799682035,-32.984379968203484,162.77142857142857,-17.97142857142856,163.53751421134658,-18.737514211346564
2025-06-13,170.2,144.8,25.399999999999977,177.75818109610802,-7.558181096108029,162.95714285714286,7.242857142857133,161.97614651469414,8.223853485305852
2025-06-14,196.5,170.2,26.30000000000001,177.75218253968254,18.747817460317464,164.25714285714284,32.24285714285716,162.66142733845376,33.83857266154624
2025-06-15,200.4,196.5,3.9000000000000057,177.76704996034894,22.632950039651064,163.92857142857142,36.47142857142859,165.481142571682,34.918857428318006
2025-06-16,164.05,200.4,-36.349999999999994,177.78498415213946,-13.734984152139447,167.27142857142857,-3.221428571428561,168.39087624166754,-4.34087624166753
2025-06-17,169.5,164.05,5.449999999999989,177.77410926365798,-8.274109263657976,169.91428571428574,-0.41428571428573946,168.02915782680964,1.4708421731903627
2025-06-18,165.2,169.5,-4.300000000000011,177.76756329113925,-12.567563291139265,173.6142857142857,-8.414285714285711,168.1517208002217,-2.9517208002217217
2025-06-19,169.2,165.2,4.0,177.75762845849803,-8.557628458498044,172.95000000000002,-3.7500000000000284,167.9057585314266,1.2942414685733752
2025-06-20,154.0,169.2,-15.199999999999989,177.75086887835704,-23.75086887835704,176.43571428571428,-22.435714285714283,168.01360564486467,-14.013605644864668
2025-06-21,178.6,154.0,24.599999999999994,177.7321231254933,0.8678768745066918,174.1214285714286,4.478571428571399,166.845873846467,11.754126153533008
2025-06-22,173.5,178.6,-5.099999999999994,177.73280757097794,-4.23280757097794,171.56428571428572,1.9357142857142833,167.8253267595642,5.674673240435794
2025-06-23,153.7,173.5,-19.80000000000001,177.72947202521672,-24.029472025216734,167.72142857142856,-14.021428571428572,168.29818838820592,-14.598188388205926
2025-06-24,149.1,153.7,-4.599999999999994,177.71055118110235,-28.610551181102352,166.24285714285716,-17.142857142857167,167.08174422587467,-17.981744225874678
2025-06-25,153.6,149.1,4.5,177.6880409126672,-24.088040912667196,163.32857142857142,-9.728571428571428,165.58335365778396,-11.983353657783965
2025-06-26,149.8,153.6,-3.799999999999983,177.6691037735849,-27.869103773584897,161.67142857142855,-11.871428571428538,164.58479957596796,-14.784799575967952
2025-06-27,167.85,149.8,18.049999999999983,177.64721131186175,-9.797211311861759,158.9,8.949999999999989,163.35280539578915,4.497194604210847
2025-06-28,167.25,167.85,-0.5999999999999943,177.63952119309263,-10.389521193092634,160.87857142857143,6.371428571428567,163.72754957483946,3.5224504251605424
2025-06-29,196.5,167.25,29.25,177.6313725490196,18.868627450980398,159.25714285714284,37.24285714285716,164.02106984892015,32.47893015107985
2025-06-30,166.3,196.5,-30.19999999999999,177.64615987460814,-11.346159874608134,162.54285714285714,3.757142857142867,166.72748820237592,-0.4274882023759119
2025-07-01,155.4,166.3,-10.900000000000006,177.63727486296006,-22.23727486296005,164.34285714285713,-8.942857142857122,166.69186628036636,-11.29186628036635
2025-07-02,151.9,155.4,-3.5,177.61987480438185,-25.719874804381845,165.24285714285716,-13.342857142857156,165.75093275811682,-13.850932758116812
2025-07-03,147.2,151.9,-4.700000000000017,177.59976544175137,-30.399765441751384,165.0,-17.80000000000001,164.59675623645566,-17.396756236455673
2025-07-04,159.1,147.2,11.900000000000006,177.576015625,-18.476015625000002,164.62857142857143,-5.528571428571439,163.14711180081915,-4.0471118008191524
2025-07-05,180.7,159.1,21.599999999999994,177.5615925058548,3.1384074941451843,163.37857142857143,17.321428571428555,162.80987231647424,17.890127683525748
2025-07-06,191.5,180.7,10.800000000000011,177.56404056162248,13.935959438377523,165.29999999999998,26.200000000000017,164.3006286216585,27.19937137834151
2025-07-07,155.5,191.5,-36.0,177.57490257209665,-22.074902572096647,164.58571428571426,-9.08571428571426,166.56710961590255,-11.067109615902552
2025-07-08,144.9,155.5,-10.599999999999994,177.55771028037384,-32.657710280373834,163.04285714285714,-18.14285714285714,165.64490471429838,-20.74490471429837
2025-07-09,144.1,144.9,-0.8000000000000114,177.53229571984437,-33.432295719844376,161.54285714285714,-17.44285714285715,163.9162643127117,-19.816264312711695
2025-07-10,126.6,144.1,-17.5,177.50629860031106,-50.90629860031106,160.42857142857142,-33.82857142857142,162.26500606056538,-35.66500606056539
2025-07-11,169.5,126.6,42.900000000000006,177.46674436674436,-7.966744366744365,157.48571428571427,12.014285714285734,159.2930969943052,10.206903005694812
2025-07-12,177.2,169.5,7.699999999999989,177.46055900621118,-0.26055900621119576,158.97142857142856,18.228571428571428,160.14362222706558,17.05637777293441
2025-07-13,172.5,177.2,-4.699999999999989,177.46035686578742,-4.960356865787418,158.47142857142856,14.02857142857144,161.56490345872615,10.93509654127385
2025-07-14,134.3,172.5,-38.19999999999999,177.45651162790696,-43.15651162790695,155.75714285714284,-21.457142857142827,162.4761079176923,-28.176107917692292
2025-07-15,137.5,134.3,3.1999999999999886,177.42308288148723,-39.92308288148723,152.72857142857143,-15.228571428571428,160.12823699821692,-22.62823699821692
2025-07-16,142.65,137.5,5.150000000000006,177.39218266253872,-34.74218266253871,151.67142857142858,-9.021428571428572,158.24266146868288,-15.592661468682877
2025-07-17,142.64999999999998,142.65,-2.842170943040401e-14,177.365313225058,-34.715313225058026,151.46428571428572,-8.814285714285745,156.94334942294228,-14.293349422942299
2025-07-18,152.8,142.64999999999998,10.150000000000034,177.338485316847,-24.538485316846987,153.75714285714284,-0.9571428571428271,155.75230701388924,-2.952307013889225
2025-07-19,158.8,152.8,6.0,177.31953667953667,-18.519536679536657,151.37142857142857,7.428571428571445,155.50629589682785,3.2937041031721606
2025-07-20,149.85,158.8,-8.950000000000017,177.30524691358025,-27.455246913580254,148.74285714285716,1.1071428571428328,155.78075509835364,-5.930755098353643
2025-07-21,141.6,149.85,-8.25,177.28407864302235,-35.68407864302236,145.50714285714287,-3.9071428571428726,155.28655456978413,-13.686554569784136
2025-07-22,175.9,141.6,34.30000000000001,177.2565870570108,-1.3565870570107847,146.54999999999998,29.350000000000023,154.14607542496825,21.75392457503176
2025-07-23,159.9,175.9,-16.0,177.25554272517323,-17.355542725173223,152.03571428571428,7.864285714285728,155.95879587036757,3.941204129632439
2025-07-24,160.3,159.9,0.4000000000000057,177.2421923076923,-16.942192307692295,154.5,5.800000000000011,156.28721023443484,4.012789765565174
2025-07-25,171.95,160.3,11.649999999999977,177.2291698693313,-5.279169869331298,157.02142857142857,14.928571428571416,156.6215897173663,15.328410282633683
2025-07-26,172.3,171.95,0.35000000000002274,177.22511520737328,-4.925115207373267,159.7571428571429,12.542857142857116,157.89888212586766,14.401117874132353
2025-07-27,193.3,172.3,21.0,177.22133537989257,16.078664620107446,161.68571428571428,31.614285714285728,159.09890471108005,34.20109528891996
2025-07-28,148.45,193.3,-44.85000000000002,177.2336656441718,-28.783665644171805,167.89285714285714,-19.44285714285715,161.94882838675707,-13.498828386757083
2025-07-29,151.0,148.45,2.5500000000000114,177.2116091954023,-26.211609195402303,168.8714285714286,-17.871428571428595,160.82399217059697,-9.823992170596966
2025-07-30,145.2,151.0,-5.800000000000011,177.191539050536,-31.991539050536005,165.31428571428572,-20.114285714285728,160.00537429768573,-14.805374297685745
2025-07-31,148.75,145.2,3.5500000000000114,177.16706197398622,-28.417061973986222,163.21428571428572,-14.464285714285722,158.77166565818774,-10.021665658187743
2025-08-01,173.0,148.75,24.25,177.14533639143733,-4.145336391437326,161.56428571428572,11.435714285714283,157.93657596331934,15.063424036680658
2025-08-02,196.95,173.0,23.94999999999999,177.14216959511077,19.807830404889216,161.71428571428572,35.235714285714266,159.19178748319152,37.75821251680847
2025-08-03,156.0,196.95,-40.94999999999999,177.15729007633587,-21.15729007633587,165.2357142857143,-9.235714285714295,162.33812016329603,-6.338120163296026
2025-08-04,161.8,156.0,5.800000000000011,177.1411517925248,-15.341151792524784,159.90714285714284,1.8928571428571672,161.80997454222535,-0.009974542225336336
2025-08-05,152.8,161.8,-9.0,177.12945884146342,-24.329458841463406,161.8142857142857,-9.014285714285677,161.80914337925228,-9.009143379252265
2025-08-06,140.2,152.8,-12.600000000000023,177.11092916984006,-36.910929169840074,162.07142857142858,-21.871428571428595,161.05842557921684,-20.858425579216856
2025-08-07,140.6,140.2,0.4000000000000057,177.0828386605784,-36.48283866057841,161.35714285714286,-20.757142857142867,159.32032566184913,-18.72032566184913
2025-08-08,154.1,140.6,13.5,177.05509505703424,-22.955095057034242,160.19285714285712,-6.092857142857127,157.76039026009101,-3.6603902600910203
2025-08-09,185.3,154.1,31.200000000000017,177.03765197568387,8.26234802431614,157.49285714285716,27.80714285714285,157.45537567572387,27.84462432427614
2025-08-10,183.2,185.3,-2.1000000000000227,177.04392558845862,6.156074411541368,155.82857142857142,27.371428571428567,159.77562458681052,23.424375413189466
2025-08-11,136.89999999999998,183.2,-46.30000000000001,177.04859635811835,-40.14859635811837,159.71428571428572,-22.814285714285745,161.7275410828773,-24.82754108287733
2025-08-12,167.0,136.89999999999998,30.100000000000023,177.01815769522366,-10.018157695223664,156.15714285714284,10.842857142857156,159.658700990383,7.341299009616989
2025-08-13,162.3,167.0,-4.699999999999989,177.0105681818182,-14.71056818181819,158.18571428571428,4.114285714285728,160.27043993268848,2.029560067311536
2025-08-14,172.9,162.3,10.599999999999994,176.99943224829676,-4.0994322482967505,161.34285714285716,11.55714285714285,160.43955999268005,12.46044000731996
2025-08-15,160.65,172.9,-12.25,176.9963313161876,-16.346331316187587,165.95714285714286,-5.30714285714285,161.47786893238583,-0.8278689323858259
2025-08-16,146.2,160.65,-14.450000000000017,176.98397581254724,-30.783975812547254,166.89285714285714,-20.69285714285715,161.40888391156025,-15.208883911560264
2025-08-17,149.7,146.2,3.5,176.9607250755287,-27.26072507552871,161.30714285714288,-11.60714285714289,160.14155144825693,-10.441551448256945
2025-08-18,148.6,149.7,-1.0999999999999943,176.94015094339625,-28.340150943396253,156.52142857142854,-7.9214285714285495,159.27147332848315,-10.67147332848316
2025-08-19,153.89999999999998,148.6,5.299999999999983,176.91877828054297,-23.01877828054299,158.19285714285715,-4.292857142857173,158.3822361787287,-4.482236178728726
2025-08-20,180.95,153.89999999999998,27.05000000000001,176.90143180105503,4.048568198944963,156.32142857142858,24.628571428571405,158.00873846183325,22.941261538166742
2025-08-21,169.3,180.95,-11.649999999999977,176.90448042168674,-7.6044804216867306,158.98571428571427,10.314285714285745,159.9203978357569,9.379602164243124
2025-08-22,146.4,169.3,-22.900000000000006,176.8987584650113,-30.498758465011292,158.47142857142856,-12.071428571428555,160.701985385819,-14.301985385818995
2025-08-23,180.75,146.4,34.349999999999994,176.87582706766918,3.874172932330822,156.43571428571428,24.314285714285717,159.5102233555124,21.23977664448759
2025-08-24,168.2,180.75,-12.550000000000011,176.87873779113448,-8.678737791134495,161.37142857142857,6.828571428571422,161.28010065955382,6.919899340446165
2025-08-25,163.5,168.2,-4.699999999999989,176.8722222222222,-13.372222222222206,164.0142857142857,-0.5142857142857054,161.85672502778067,1.6432749722193307
2025-08-26,158.4,163.5,-5.099999999999994,176.8621905476369,-18.462190547636908,166.14285714285714,-7.742857142857133,161.99365655612542,-3.59365655612541
2025-08-27,136.45,158.4,-21.950000000000017,176.84835082458773,-40.39835082458774,166.78571428571428,-30.33571428571429,161.69420278673482,-25.24420278673483
2025-08-28,146.1,136.45,9.650000000000006,176.81808988764044,-30.718089887640446,160.42857142857142,-14.328571428571422,159.59064292738685,-13.490642927386858
2025-08-29,169.8,146.1,23.700000000000017,176.79509730538922,-6.9950973053892085,157.1142857142857,12.685714285714312,158.46648879272905,11.33351120727096
2025-08-30,189.95,169.8,20.149999999999977,176.78986537023187,13.160134629768123,160.45714285714283,29.49285714285716,159.41089252147793,30.539107478522055
2025-08-31,184.9,189.95,-5.049999999999983,176.79970104633782,8.10029895366219,161.77142857142854,23.128571428571462,161.95566849142418,22.94433150857583
2025-09-01,159.15,184.9,-25.75,176.8057505601195,-17.655750560119486,164.15714285714284,-5.0071428571428385,163.86758368117125,-4.717583681171249
2025-09-02,170.75,159.15,11.599999999999994,176.79257462686567,-6.042574626865672,163.53571428571428,7.214285714285722,163.47447482569802,7.2755251743019755
2025-09-03,148.3,170.75,-22.44999999999999,176.78806860551825,-28.488068605518237,165.29999999999998,-16.99999999999997,164.08073293737743,-15.780732937377422
2025-09-04,154.8,148.3,6.5,176.76684053651266,-21.96684053651265,166.99285714285716,-12.19285714285715,162.76574919086747,-7.965749190867456
2025-09-05,149.1,154.8,-5.700000000000017,176.75048399106478,-27.65048399106479,168.2357142857143,-19.1357142857143,162.10197579350165,-13.001975793501657
2025-09-06,163.4,149.1,14.300000000000011,176.72991071428572,-13.329910714285717,165.27857142857144,-1.8785714285714334,161.01854152534577,2.381458474654238
2025-09-07,178.9,163.4,15.5,176.72,2.180000000000007,161.4857142857143,17.41428571428571,161.2169847281796,17.68301527182041
2025-09-08,140.45,178.9,-38.45000000000002,176.72161961367013,-36.27161961367014,160.62857142857143,-20.178571428571445,162.69048268065148,-22.240482680651496
2025-09-09,158.7,140.45,18.25,176.69469190794356,-17.994691907943576,157.95714285714286,0.7428571428571331,160.83721811077066,-2.137218110770675
2025-09-10,149.0,158.7,-9.699999999999989,176.68134272997034,-27.68134272997034,156.2357142857143,-7.235714285714295,160.65912707472293,-11.659127074722932
2025-09-11,187.1,149.0,38.099999999999994,176.66082283172722,10.439177168272778,156.33571428571432,30.764285714285677,159.68759028599484,27.41240971400515
2025-09-12,164.3,187.1,-22.799999999999983,176.66855555555554,-12.368555555555531,160.95000000000002,3.3499999999999943,161.97182343090853,2.3281765690914824
2025-09-13,180.6,164.3,16.299999999999983,176.65940044411548,3.9405995558845177,163.12142857142857,17.478571428571428,162.1658267360471,18.434173263952886
2025-09-14,215.1,180.6,34.5,176.6623150887574,38.4376849112426,165.57857142857142,49.52142857142857,163.70191750690296,51.398082493097036
2025-09-15,152.8,215.1,-62.29999999999998,176.69072431633407,-23.890724316334058,170.75,-17.94999999999999,167.9848391778043,-15.184839177804292
2025-09-16,144.35000000000002,152.8,-8.449999999999989,176.67307976366322,-32.3230797636632,172.5142857142857,-28.164285714285683,166.7195103244856,-22.36951032448559
2025-09-17,178.3,144.35000000000002,33.94999999999999,176.64922509225093,1.6507749077490814,170.46428571428572,7.835714285714289,164.85549408323658,13.444505916763433
