Date,Weekday,Week_Number,Month,Year,Hour,Country,Region,Site,Queue_Name,Channel,All_Units_Filter,Queue_Units_Filter,ASU_Tier_Filter,Business_Unit,planned_Volume,offered_Volume,handled_Volume,abandoned_Volume,backlog_Volume,aHT_Seconds,handle_Time_Total,Wait_Time_Avg,shrinkage_Percent,required_FTE,agent_Count,utilization_percent,Active_Agents,Service_Level_Percent,Occupancy_Percent
2022-01-27,Thursday,4,January,2022,12,Czech Republic,EMEA,Czech Republic Hub,INBOUND_VOICE_TIER1,Voice,Premium,Inbound,Tier 1,Banking,139,133,113,20,20,691,78083,103.9097744,31,2,3,80,2,91,60
2021-05-16,Sunday,19,May,2021,14,Bulgaria,EMEA,Bulgaria Hub,RETENTION_VOICE_T2,Chat,Enterprise,Retention,Tier 3,Healthcare,275,268,261,7,7,346,90306,9.037313433,23,3,4,76,3,77,77
2022-04-27,Wednesday,17,April,2022,22,Spain,EMEA,Madrid,INBOUND_VOICE_TIER1,Voice,Consumer,Inbound,Tier 1,Telecom,81,78,66,12,12,450,29700,69.23076923,20,1,1,68,1,90,72
2024-10-17,Thursday,42,October,2024,9,Israel,EMEA,Israel Hub,EMEA_CHAT_SUPPORT_T1,Chat,Premium,Support,Tier 3,Telecom,396,385,363,22,22,801,290763,45.77142857,16,10,12,95,11,91,74
2023-06-13,Tuesday,24,June,2023,12,Sweden,EMEA,Sweden Hub,EMEA_EMAIL_SUPPORT_T3,Chat,Consumer,Support,Tier 1,E-commerce,474,467,466,1,1,319,148654,0.683083512,32,5,7,86,6,72,60
2023-08-30,Wednesday,35,August,2023,20,Ukraine,EMEA,Ukraine Hub,EMEA_CORE_EMAIL_T2,Voice,Enterprise,Support,Tier 2,Telecom,447,462,437,25,25,529,231173,28.62554113,30,8,10,78,8,83,85
2025-03-13,Thursday,11,March,2025,6,Finland,EMEA,Finland Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 1,E-commerce,365,379,366,13,13,492,180072,16.87598945,30,6,8,72,6,89,60
2022-04-01,Friday,13,April,2022,3,Poland,EMEA,Poland Hub,OUTBOUND_SALES_T2,Voice,Enterprise,Outbound,Tier 2,Healthcare,103,94,75,19,19,803,60225,162.3085106,16,2,2,77,2,91,86
2022-03-14,Monday,11,March,2022,7,Germany,EMEA,Berlin,TECH_SUPPORT_EMAIL_T3,Voice,Enterprise,Tech Support,Tier 1,Retail,118,121,111,10,10,779,86469,64.38016529,25,3,4,82,3,78,82
2024-04-21,Sunday,16,April,2024,22,Morocco,EMEA,Morocco Hub,EMEA_EMAIL_SUPPORT_T3,Voice,Premium,Support,Tier 1,Telecom,108,133,128,5,5,348,44544,13.08270677,27,1,1,66,1,75,73
2021-09-01,Wednesday,35,September,2021,16,Netherlands,EMEA,Amsterdam,OUTBOUND_SALES_T2,Voice,Enterprise,Outbound,Tier 2,Retail,428,454,446,8,8,586,261356,10.32599119,21,9,11,93,10,73,68
2024-04-24,Wednesday,17,April,2024,22,Iceland,EMEA,Iceland Hub,EMEA_CHAT_SUPPORT_T1,Voice,Consumer,Support,Tier 2,E-commerce,364,352,342,10,10,441,150822,12.52840909,34,5,7,78,5,73,77
2023-04-22,Saturday,16,April,2023,18,Luxembourg,EMEA,Luxembourg Hub,EMEA_EMAIL_SUPPORT_T3,Chat,Premium,Support,Tier 3,E-commerce,75,72,48,24,24,493,23664,164.3333333,20,0,0,90,0,95,74
2021-10-08,Friday,40,October,2021,22,Finland,EMEA,Finland Hub,EMEA_EMAIL_SUPPORT_T3,Voice,Consumer,Support,Tier 2,Healthcare,234,255,230,25,25,800,184000,78.43137255,29,6,8,75,6,73,80
2023-12-12,Tuesday,50,December,2023,20,Sweden,EMEA,Sweden Hub,OUTBOUND_SALES_T2,Chat,Premium,Outbound,Tier 1,Healthcare,293,299,282,17,17,741,208962,42.13043478,33,7,9,68,6,76,80
2021-10-12,Tuesday,41,October,2021,15,Slovenia,EMEA,Slovenia Hub,EMEA_CHAT_SUPPORT_T1,Chat,Premium,Support,Tier 3,Banking,394,382,360,22,22,856,308160,49.29842932,34,10,13,67,9,85,73
2025-09-15,Monday,38,September,2025,23,Slovakia,EMEA,Slovakia Hub,EMEA_CHAT_SUPPORT_T1,Voice,Consumer,Support,Tier 3,Healthcare,188,204,194,10,10,664,128816,32.54901961,18,4,5,75,4,81,63
2025-07-13,Sunday,28,July,2025,13,France,EMEA,Paris,INBOUND_VOICE_TIER1,Email,Enterprise,Inbound,Tier 1,Healthcare,410,391,382,9,9,763,291466,17.56265985,28,10,13,86,11,84,78
2023-09-26,Tuesday,39,September,2023,21,Israel,EMEA,Israel Hub,TECH_SUPPORT_EMAIL_T3,Voice,Premium,Tech Support,Tier 2,Retail,67,65,51,14,14,201,10251,43.29230769,30,0,0,79,0,78,78
2022-05-06,Friday,18,May,2022,13,Bulgaria,EMEA,Bulgaria Hub,EMEA_RETAIL_VOICE_T2,Chat,Enterprise,Support,Tier 3,Healthcare,190,170,170,0,0,768,130560,0.0,15,4,5,70,4,86,63
2023-11-12,Sunday,45,November,2023,13,Finland,EMEA,Finland Hub,EMEA_CORE_EMAIL_T2,Chat,Premium,Support,Tier 2,E-commerce,321,340,327,13,13,797,260619,30.47352941,23,9,11,66,7,71,79
2021-05-25,Tuesday,21,May,2021,20,Sweden,EMEA,Sweden Hub,EMEA_CORE_EMAIL_TIER2,Voice,Consumer,Support,Tier 1,Healthcare,107,110,109,1,1,530,57770,4.818181818,15,2,2,84,2,84,83
2025-10-07,Tuesday,41,October,2025,8,Israel,EMEA,Israel Hub,EMEA_CORE_EMAIL_TIER2,Email,Consumer,Support,Tier 1,Retail,279,286,265,21,21,225,59625,16.52097902,33,2,3,83,2,73,83
2022-05-26,Thursday,21,May,2022,17,Poland,EMEA,Poland Hub,RETENTION_VOICE_T2,Voice,Enterprise,Retention,Tier 3,E-commerce,257,258,257,1,1,887,227959,3.437984496,26,7,9,92,8,73,66
2025-04-20,Sunday,16,April,2025,23,Morocco,EMEA,Morocco Hub,CUSTOMER_SUPPORT_CHAT_T1,Chat,Premium,Customer Support,Tier 3,E-commerce,220,247,225,22,22,393,88425,35.00404858,29,3,4,84,3,82,62
2023-10-03,Tuesday,40,October,2023,2,Bulgaria,EMEA,Bulgaria Hub,OUTBOUND_SALES_T2,Voice,Consumer,Outbound,Tier 3,Healthcare,466,467,464,3,3,337,156368,2.164882227,32,5,7,86,6,74,76
2022-04-07,Thursday,14,April,2022,12,Portugal,EMEA,Portugal Hub,EMEA_EMAIL_SUPPORT_T3,Email,Premium,Support,Tier 2,E-commerce,102,82,56,26,26,846,47376,268.2439024,27,1,1,88,1,89,85
2021-09-13,Monday,37,September,2021,12,Netherlands,EMEA,Amsterdam,EMEA_CORE_EMAIL_TIER2,Email,Enterprise,Support,Tier 2,Retail,210,223,212,11,11,658,139496,32.4573991,34,4,5,90,5,76,67
2023-01-08,Sunday,1,January,2023,3,Luxembourg,EMEA,Luxembourg Hub,EMEA_CORE_EMAIL_TIER2,Voice,Consumer,Support,Tier 3,Retail,168,193,180,13,13,889,160020,59.88082902,20,5,6,65,4,88,82
2024-07-11,Thursday,28,July,2024,10,South Africa,EMEA,Cape Town,CUSTOMER_SUPPORT_CHAT_T1,Email,Consumer,Customer Support,Tier 3,Banking,190,190,182,8,8,347,63154,14.61052632,15,2,2,77,2,87,64
2025-01-25,Saturday,4,January,2025,9,Netherlands,EMEA,Amsterdam,OUTBOUND_SALES_T2,Email,Enterprise,Outbound,Tier 3,Healthcare,288,278,261,17,17,830,216630,50.75539568,17,7,8,70,6,87,83
2025-01-19,Sunday,3,January,2025,6,Turkey,EMEA,Turkey Hub,EMEA_RETAIL_VOICE_T2,Voice,Enterprise,Support,Tier 3,Retail,261,290,262,28,28,200,52400,19.31034483,16,1,1,89,1,79,89
2021-04-19,Monday,16,April,2021,21,United Kingdom,EMEA,London,EMEA_CHAT_SUPPORT_T1,Voice,Enterprise,Support,Tier 3,E-commerce,379,390,378,12,12,714,269892,21.96923077,23,9,11,67,7,70,80
2022-05-16,Monday,20,May,2022,18,Germany,EMEA,Berlin,CUSTOMER_SUPPORT_CHAT_T1,Email,Consumer,Customer Support,Tier 1,E-commerce,241,252,226,26,26,307,69382,31.67460317,24,2,2,81,2,73,64
2024-11-16,Saturday,46,November,2024,10,Slovakia,EMEA,Slovakia Hub,TECH_SUPPORT_EMAIL_T3,Email,Premium,Tech Support,Tier 1,Healthcare,70,90,83,7,7,189,15687,14.7,24,0,0,76,0,71,71
2022-12-19,Monday,51,December,2022,9,Portugal,EMEA,Portugal Hub,EMEA_RETAIL_VOICE_T2,Email,Enterprise,Support,Tier 1,Telecom,365,389,363,26,26,783,284229,52.33419023,19,9,11,89,10,72,86
2021-02-10,Wednesday,6,February,2021,2,Turkey,EMEA,Turkey Hub,TECH_SUPPORT_EMAIL_T3,Email,Premium,Tech Support,Tier 2,Banking,223,207,193,14,14,538,103834,36.38647343,15,3,3,79,2,81,67
2021-06-17,Thursday,24,June,2021,18,Netherlands,EMEA,Amsterdam,EMEA_EMAIL_SUPPORT_T3,Voice,Premium,Support,Tier 2,E-commerce,428,428,410,18,18,256,104960,10.76635514,21,3,4,92,4,91,88
2024-05-07,Tuesday,19,May,2024,11,Denmark,EMEA,Denmark Hub,TECH_SUPPORT_EMAIL_T3,Email,Enterprise,Tech Support,Tier 3,Telecom,276,291,276,15,15,372,102672,19.17525773,30,3,4,88,4,82,86
2025-01-23,Thursday,4,January,2025,10,Finland,EMEA,Finland Hub,EMEA_CHAT_SUPPORT_T1,Email,Consumer,Support,Tier 3,E-commerce,436,441,411,30,30,761,312771,51.76870748,30,10,13,65,8,76,79
2022-08-19,Friday,33,August,2022,15,Slovakia,EMEA,Slovakia Hub,EMEA_EMAIL_SUPPORT_T3,Voice,Enterprise,Support,Tier 1,Healthcare,146,159,157,2,2,377,59189,4.742138365,29,2,3,76,2,87,90
2024-05-26,Sunday,21,May,2024,2,Spain,EMEA,Madrid,EMEA_CORE_EMAIL_T2,Chat,Premium,Support,Tier 2,Banking,306,290,283,7,7,850,240550,20.51724138,21,8,10,89,9,90,90
2021-08-29,Sunday,34,August,2021,0,Luxembourg,EMEA,Luxembourg Hub,TECH_SUPPORT_EMAIL_T3,Email,Consumer,Tech Support,Tier 3,Healthcare,50,79,55,24,24,238,13090,72.30379747,28,0,0,75,0,77,75
2024-09-06,Friday,36,September,2024,20,United Kingdom,EMEA,London,EMEA_CORE_EMAIL_TIER2,Email,Premium,Support,Tier 2,Banking,215,235,215,20,20,483,103845,41.10638298,20,3,4,86,3,92,66
2024-09-03,Tuesday,36,September,2024,8,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 2,E-commerce,140,157,137,20,20,462,63294,58.85350318,26,2,3,74,2,75,66
2024-10-08,Tuesday,41,October,2024,4,Spain,EMEA,Madrid,EMEA_EMAIL_SUPPORT_T3,Email,Enterprise,Support,Tier 3,Banking,357,363,345,18,18,584,201480,28.95867769,34,6,8,71,6,81,65
2024-03-06,Wednesday,10,March,2024,18,Netherlands,EMEA,Amsterdam,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 3,Banking,173,159,132,27,27,360,47520,61.13207547,26,1,1,82,1,86,72
2025-02-27,Thursday,9,February,2025,13,Spain,EMEA,Madrid,OUTBOUND_SALES_T2,Email,Enterprise,Outbound,Tier 1,Retail,272,254,245,9,9,359,87955,12.72047244,27,3,4,93,4,78,62
2025-02-21,Friday,8,February,2025,13,Romania,EMEA,Romania Hub,EMEA_EMAIL_SUPPORT_T3,Chat,Consumer,Support,Tier 3,Telecom,152,141,117,24,24,858,100386,146.0425532,17,3,4,93,4,75,84
2024-07-09,Tuesday,28,July,2024,2,Iceland,EMEA,Iceland Hub,EMEA_CORE_EMAIL_T2,Voice,Consumer,Support,Tier 3,Healthcare,258,276,264,12,12,774,204336,33.65217391,16,7,8,92,7,75,61
2021-02-25,Thursday,8,February,2021,16,Belgium,EMEA,Belgium Hub,EMEA_RETAIL_VOICE_T2,Voice,Consumer,Support,Tier 2,Healthcare,343,346,319,27,27,564,179916,44.01156069,15,6,7,86,6,77,60
2023-11-24,Friday,47,November,2023,17,Ireland,EMEA,Dublin,RETENTION_VOICE_T2,Email,Enterprise,Retention,Tier 2,Telecom,230,247,232,15,15,882,204624,53.56275304,25,7,9,91,8,83,90
2024-07-28,Sunday,30,July,2024,7,Sweden,EMEA,Sweden Hub,EMEA_CHAT_SUPPORT_T1,Voice,Consumer,Support,Tier 3,Retail,257,263,256,7,7,876,224256,23.31558935,18,7,8,93,7,89,80
2022-01-17,Monday,3,January,2022,6,Bulgaria,EMEA,Bulgaria Hub,EMEA_CHAT_SUPPORT_T1,Email,Premium,Support,Tier 3,Healthcare,158,159,132,27,27,188,24816,31.9245283,15,0,0,81,0,86,83
2021-04-22,Thursday,16,April,2021,8,Slovenia,EMEA,Slovenia Hub,TECH_SUPPORT_EMAIL_T3,Email,Consumer,Tech Support,Tier 2,Telecom,488,485,468,17,17,686,321048,24.04536082,18,11,13,94,12,82,84
2025-10-25,Saturday,43,October,2025,12,Morocco,EMEA,Morocco Hub,CUSTOMER_SUPPORT_CHAT_T1,Voice,Consumer,Customer Support,Tier 3,Banking,281,277,269,8,8,508,136652,14.67148014,24,4,5,94,5,75,77
2021-01-13,Wednesday,2,January,2021,4,Bulgaria,EMEA,Bulgaria Hub,OUTBOUND_SALES_T2,Chat,Premium,Outbound,Tier 2,Healthcare,189,174,174,0,0,673,117102,0.0,18,4,5,90,5,75,79
2022-06-06,Monday,23,June,2022,0,Italy,EMEA,Rome,EMEA_CHAT_SUPPORT_T1,Voice,Consumer,Support,Tier 1,Telecom,410,439,413,26,26,853,352289,50.51936219,31,12,16,92,15,73,77
2024-03-12,Tuesday,11,March,2024,1,Israel,EMEA,Israel Hub,TECH_SUPPORT_EMAIL_T3,Chat,Consumer,Tech Support,Tier 1,E-commerce,232,259,235,24,24,206,48410,19.08880309,35,1,1,87,1,74,73
2025-07-16,Wednesday,29,July,2025,18,Ireland,EMEA,Dublin,CUSTOMER_SUPPORT_CHAT_T1,Voice,Premium,Customer Support,Tier 3,Telecom,59,61,59,2,2,408,24072,13.37704918,17,0,0,66,0,90,70
2021-09-16,Thursday,37,September,2021,14,Czech Republic,EMEA,Czech Republic Hub,RETENTION_VOICE_T2,Email,Consumer,Retention,Tier 2,Healthcare,134,122,113,9,9,687,77631,50.68032787,20,2,2,87,2,95,90
2023-01-15,Sunday,2,January,2023,4,Slovenia,EMEA,Slovenia Hub,EMEA_CORE_EMAIL_TIER2,Email,Premium,Support,Tier 2,Telecom,201,200,179,21,21,481,86099,50.505,19,2,2,89,2,70,84
2022-02-08,Tuesday,6,February,2022,11,Ukraine,EMEA,Ukraine Hub,RETENTION_VOICE_T2,Email,Premium,Retention,Tier 3,E-commerce,375,375,351,24,24,861,302211,55.104,33,10,13,69,9,76,88
2025-06-12,Thursday,24,June,2025,4,Morocco,EMEA,Morocco Hub,EMEA_EMAIL_SUPPORT_T3,Voice,Premium,Support,Tier 2,Banking,395,400,395,5,5,721,284795,9.0125,15,9,10,69,7,82,63
2024-08-24,Saturday,34,August,2024,9,Greece,EMEA,Greece Hub,RETENTION_VOICE_T2,Voice,Premium,Retention,Tier 1,Healthcare,174,194,190,4,4,323,61370,6.659793814,16,2,2,79,2,90,73
2025-01-17,Friday,3,January,2025,15,Spain,EMEA,Madrid,INBOUND_VOICE_TIER1,Email,Consumer,Inbound,Tier 1,Healthcare,265,284,261,23,23,850,221850,68.83802817,28,7,9,92,8,84,90
2021-06-28,Monday,26,June,2021,0,Finland,EMEA,Finland Hub,INBOUND_VOICE_TIER1,Voice,Consumer,Inbound,Tier 3,E-commerce,128,146,125,21,21,216,27000,31.06849315,15,0,0,68,0,71,65
2024-06-08,Saturday,23,June,2024,2,Romania,EMEA,Romania Hub,CUSTOMER_SUPPORT_CHAT_T1,Voice,Premium,Customer Support,Tier 1,Healthcare,309,303,301,2,2,230,69230,1.518151815,27,2,3,90,3,71,64
2024-10-13,Sunday,41,October,2024,8,Belgium,EMEA,Belgium Hub,EMEA_CORE_EMAIL_TIER2,Voice,Consumer,Support,Tier 1,Telecom,72,98,79,19,19,214,16906,41.48979592,35,0,0,92,0,95,85
2021-02-23,Tuesday,8,February,2021,2,Norway,EMEA,Norway Hub,EMEA_CORE_EMAIL_TIER2,Chat,Enterprise,Support,Tier 2,E-commerce,178,188,173,15,15,538,93074,42.92553191,19,3,4,70,3,84,82
2021-12-30,Thursday,52,December,2021,21,Romania,EMEA,Romania Hub,INBOUND_VOICE_TIER1,Email,Consumer,Inbound,Tier 1,E-commerce,250,235,226,9,9,352,79552,13.48085106,20,2,2,85,2,85,83
2022-02-25,Friday,8,February,2022,20,Hungary,EMEA,Hungary Hub,CUSTOMER_SUPPORT_CHAT_T1,Email,Premium,Customer Support,Tier 1,Banking,387,382,373,9,9,245,91385,5.772251309,29,3,4,91,4,75,67
2021-02-12,Friday,6,February,2021,8,Germany,EMEA,Berlin,EMEA_EMAIL_SUPPORT_T3,Chat,Premium,Support,Tier 3,E-commerce,367,361,349,12,12,764,266636,25.39612188,16,9,10,93,9,95,90
2024-05-30,Thursday,22,May,2024,20,Netherlands,EMEA,Amsterdam,TECH_SUPPORT_EMAIL_T3,Chat,Premium,Tech Support,Tier 2,E-commerce,143,143,116,27,27,454,52664,85.72027972,28,1,1,72,1,90,73
2025-12-15,Monday,51,December,2025,5,Bulgaria,EMEA,Bulgaria Hub,EMEA_RETAIL_VOICE_T2,Chat,Enterprise,Support,Tier 1,Telecom,218,242,234,8,8,421,98514,13.91735537,27,3,4,88,4,71,90
2025-03-21,Friday,12,March,2025,3,Luxembourg,EMEA,Luxembourg Hub,INBOUND_VOICE_TIER1,Email,Consumer,Inbound,Tier 2,Healthcare,408,421,410,11,11,513,210330,13.40380048,32,7,9,69,6,89,89
2024-09-13,Friday,37,September,2024,9,Romania,EMEA,Romania Hub,EMEA_CORE_EMAIL_TIER2,Email,Premium,Support,Tier 3,Healthcare,483,463,452,11,11,894,404088,21.23974082,16,14,16,69,11,76,67
2024-05-09,Thursday,19,May,2024,13,Luxembourg,EMEA,Luxembourg Hub,INBOUND_VOICE_TIER1,Email,Premium,Inbound,Tier 2,Retail,319,336,307,29,29,635,194945,54.80654762,19,6,7,68,5,85,60
2024-11-13,Wednesday,46,November,2024,6,Spain,EMEA,Madrid,OUTBOUND_SALES_T2,Chat,Enterprise,Outbound,Tier 3,Banking,500,499,472,27,27,898,423856,48.58917836,15,14,16,95,15,83,84
2025-05-25,Sunday,21,May,2025,3,Ukraine,EMEA,Ukraine Hub,OUTBOUND_SALES_T2,Chat,Enterprise,Outbound,Tier 1,Retail,391,398,377,21,21,715,269555,37.72613065,15,9,10,85,9,70,74
2025-07-25,Friday,30,July,2025,7,Poland,EMEA,Poland Hub,EMEA_CORE_EMAIL_TIER2,Voice,Enterprise,Support,Tier 3,E-commerce,51,60,33,27,27,706,23298,317.7,29,0,0,72,0,84,81
2021-06-02,Wednesday,22,June,2021,14,Portugal,EMEA,Portugal Hub,CUSTOMER_SUPPORT_CHAT_T1,Voice,Enterprise,Customer Support,Tier 1,E-commerce,487,480,457,23,23,737,336809,35.31458333,30,11,14,83,12,90,90
2021-08-01,Sunday,30,August,2021,15,Spain,EMEA,Madrid,EMEA_CHAT_SUPPORT_T1,Chat,Premium,Support,Tier 2,Healthcare,210,230,220,10,10,794,174680,34.52173913,22,6,7,84,6,93,79
2023-07-29,Saturday,30,July,2023,1,Slovenia,EMEA,Slovenia Hub,EMEA_EMAIL_SUPPORT_T3,Email,Consumer,Support,Tier 2,Banking,428,417,402,15,15,706,283812,25.39568345,19,9,11,66,7,71,66
2025-11-19,Wednesday,47,November,2025,12,Luxembourg,EMEA,Luxembourg Hub,OUTBOUND_SALES_T2,Email,Enterprise,Outbound,Tier 2,Retail,63,73,59,14,14,240,14160,46.02739726,24,0,0,91,0,70,71
2023-06-11,Sunday,23,June,2023,0,Slovakia,EMEA,Slovakia Hub,TECH_SUPPORT_EMAIL_T3,Chat,Consumer,Tech Support,Tier 3,Banking,149,142,132,10,10,676,89232,47.6056338,31,3,4,88,4,73,67
2024-05-23,Thursday,21,May,2024,16,Portugal,EMEA,Portugal Hub,CUSTOMER_SUPPORT_CHAT_T1,Email,Premium,Customer Support,Tier 2,Banking,384,398,388,10,10,309,119892,7.763819096,17,4,5,65,3,86,79
2023-05-16,Tuesday,20,May,2023,19,Slovakia,EMEA,Slovakia Hub,EMEA_RETAIL_VOICE_T2,Email,Enterprise,Support,Tier 2,Healthcare,355,341,321,20,20,678,217638,39.76539589,29,7,9,92,8,89,79
2023-12-25,Monday,52,December,2023,15,Germany,EMEA,Berlin,CUSTOMER_SUPPORT_CHAT_T1,Chat,Enterprise,Customer Support,Tier 3,E-commerce,404,396,396,0,0,870,344520,0.0,18,11,13,74,10,70,87
2022-07-17,Sunday,28,July,2022,9,Slovenia,EMEA,Slovenia Hub,OUTBOUND_SALES_T2,Chat,Consumer,Outbound,Tier 2,Healthcare,356,373,358,15,15,519,185802,20.87131367,35,6,8,78,6,87,72
2024-04-07,Sunday,14,April,2024,4,Russia,EMEA,Russia Hub,CUSTOMER_SUPPORT_CHAT_T1,Chat,Consumer,Customer Support,Tier 1,E-commerce,278,275,268,7,7,520,139360,13.23636364,25,4,5,83,4,70,89
2021-07-13,Tuesday,28,July,2021,12,Slovenia,EMEA,Slovenia Hub,INBOUND_VOICE_TIER1,Voice,Consumer,Inbound,Tier 1,Healthcare,259,286,258,28,28,456,117648,44.64335664,23,4,5,79,4,95,75
2022-07-09,Saturday,27,July,2022,23,Portugal,EMEA,Portugal Hub,EMEA_EMAIL_SUPPORT_T3,Chat,Enterprise,Support,Tier 2,Healthcare,253,278,275,3,3,212,58300,2.287769784,17,2,2,69,1,76,89
2024-09-21,Saturday,38,September,2024,14,Norway,EMEA,Norway Hub,CUSTOMER_SUPPORT_CHAT_T1,Chat,Consumer,Customer Support,Tier 3,Banking,128,146,136,10,10,349,47464,23.90410959,24,1,1,73,1,71,69
2022-10-12,Wednesday,41,October,2022,1,Hungary,EMEA,Hungary Hub,OUTBOUND_SALES_T2,Chat,Premium,Outbound,Tier 2,Retail,433,418,413,5,5,420,173460,5.023923445,26,6,8,69,6,78,88
2025-02-22,Saturday,8,February,2025,14,Poland,EMEA,Poland Hub,EMEA_RETAIL_VOICE_T2,Voice,Enterprise,Support,Tier 3,E-commerce,459,449,428,21,21,297,127116,13.8908686,17,4,5,75,4,91,61
2025-09-29,Monday,40,September,2025,12,Romania,EMEA,Romania Hub,INBOUND_VOICE_TIER1,Voice,Premium,Inbound,Tier 1,Healthcare,437,444,444,0,0,464,206016,0.0,34,7,9,90,8,87,69
2021-03-07,Sunday,9,March,2021,2,Romania,EMEA,Romania Hub,EMEA_CHAT_SUPPORT_T1,Email,Premium,Support,Tier 2,Telecom,294,287,267,20,20,706,188502,49.19860627,19,6,7,86,6,87,85
2021-12-11,Saturday,49,December,2021,0,Germany,EMEA,Berlin,TECH_SUPPORT_EMAIL_T3,Chat,Enterprise,Tech Support,Tier 1,Retail,365,349,324,25,25,611,197964,43.76790831,28,6,8,71,6,95,75
2024-01-02,Tuesday,1,January,2024,14,Netherlands,EMEA,Amsterdam,EMEA_CORE_EMAIL_TIER2,Voice,Premium,Support,Tier 3,Retail,212,213,204,9,9,644,131376,27.21126761,27,4,5,95,5,86,66
2022-03-07,Monday,10,March,2022,18,Israel,EMEA,Israel Hub,EMEA_CORE_EMAIL_TIER2,Email,Consumer,Support,Tier 1,Banking,250,274,255,19,19,345,87975,23.92335766,23,3,4,76,3,72,64
2024-06-22,Saturday,25,June,2024,19,Belgium,EMEA,Belgium Hub,INBOUND_VOICE_TIER1,Chat,Premium,Inbound,Tier 3,Healthcare,495,520,494,26,26,775,382850,38.75,26,13,16,74,12,78,86
2022-07-22,Friday,29,July,2022,3,Greece,EMEA,Greece Hub,INBOUND_VOICE_TIER1,Voice,Premium,Inbound,Tier 2,Retail,377,381,366,15,15,478,174948,18.81889764,23,6,7,67,5,91,90
2021-10-06,Wednesday,40,October,2021,9,Turkey,EMEA,Turkey Hub,OUTBOUND_SALES_T2,Chat,Premium,Outbound,Tier 2,Banking,392,407,407,0,0,411,167277,0.0,27,5,6,65,4,84,61
2022-09-27,Tuesday,39,September,2022,22,Turkey,EMEA,Turkey Hub,EMEA_CORE_EMAIL_TIER2,Voice,Consumer,Support,Tier 3,Retail,437,441,414,27,27,237,98118,14.51020408,24,3,4,86,3,71,73
2022-06-18,Saturday,24,June,2022,16,Israel,EMEA,Israel Hub,RETENTION_VOICE_T2,Voice,Consumer,Retention,Tier 1,E-commerce,362,384,384,0,0,699,268416,0.0,16,9,10,68,7,80,83
